Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Adidas,Polyester,Medium,2,Yes,Yes,Messenger,Green,10.02975742,65.32013019
Adidas,Polyester,Large,1,Yes,Yes,Tote,Blue,7.572195083,134.5726761
Adidas,Nylon,Large,3,No,No,Tote,Blue,18.93366207,39.63918032
Adidas,Canvas,Small,1,Yes,No,Backpack,Red,9.357677244,103.9358082
Adidas,Canvas,Small,2,No,No,Messenger,Pink,20.77346238,126.0958085
Adidas,Polyester,Small,3,Yes,No,Backpack,Pink,7.53534366,147.4884412
Adidas,Polyester,Small,1,Yes,No,Backpack,Gray,17.12355164,138.8121439
Adidas,Leather,Medium,7,No,Yes,Messenger,Green,26.73137117,22.53909759
Adidas,Canvas,Small,10,No,No,Messenger,Pink,17.62403159,70.80301013
Adidas,Canvas,Small,8,Yes,No,Backpack,Pink,25.41833607,119.0669227
Adidas,Canvas,Large,10,No,Yes,Tote,Black,7.011642101,27.37297021
Adidas,Canvas,Small,10,Yes,No,Tote,Gray,8.927093405,138.526488
Adidas,Canvas,Large,9,Yes,No,Backpack,Pink,7.006995478,57.42637721
Adidas,Nylon,Small,1,Yes,Yes,Tote,Black,29.72318519,113.7769333
Adidas,Leather,Medium,2,Yes,No,Tote,Pink,25.4767842,76.00471232
Adidas,Polyester,Large,1,Yes,No,Tote,Red,16.05404291,46.67276794
Adidas,Leather,Small,9,No,Yes,Backpack,Black,28.56745432,31.31449784
Adidas,Canvas,Medium,3,Yes,Yes,Messenger,Red,29.08923627,120.9709924
Adidas,Leather,Medium,5,Yes,Yes,Tote,Black,10.140106,87.37048223
Adidas,Nylon,Small,4,No,Yes,Messenger,Pink,18.92185797,53.76997208
Adidas,Leather,Small,2,No,Yes,Tote,Gray,5,120.2533403
Adidas,Nylon,Medium,7,Yes,No,Messenger,Red,5,90.65042158
Adidas,Canvas,Small,3,No,No,Messenger,Red,6.705614531,114.4893367
Adidas,Nylon,Small,6,Yes,No,Backpack,Black,11.56515812,73.9263987
Adidas,Leather,Small,1,No,Yes,Messenger,Blue,9.853068109,38.31568893
Adidas,Polyester,Small,7,Yes,Yes,Messenger,Red,28.69801104,98.40013713
Adidas,Polyester,Medium,3,No,No,Backpack,Green,8.460350213,53.91868927
Adidas,Leather,Large,4,Yes,Yes,Backpack,Gray,16.36081416,50.20753307
Adidas,Leather,Large,9,No,Yes,Tote,Gray,15.63186151,94.06567958
Adidas,Leather,Large,2,No,Yes,Backpack,Green,29.49477072,22.77096414
Adidas,Leather,Small,5,Yes,Yes,Messenger,Blue,30,148.3059071
Adidas,Canvas,Medium,5,Yes,Yes,Backpack,Green,19.08444322,27.15834535
Adidas,Nylon,Large,3,No,No,Backpack,Red,15.65100655,124.3374161
Adidas,Nylon,Small,7,No,No,Backpack,Gray,12.21756987,55.94665237
Adidas,Leather,Large,9,No,Yes,Tote,Green,21.19913351,35.75948179
Adidas,Nylon,Large,1,No,No,Tote,Pink,19.06772028,150
Adidas,Polyester,Medium,9,Yes,No,Tote,Pink,28.49510264,26.04402719
Adidas,Canvas,Small,7,No,Yes,Messenger,Pink,26.0949858,48.80590021
Adidas,Leather,Medium,7,Yes,Yes,Backpack,Red,22.42978011,105.636019
Adidas,Polyester,Small,7,Yes,No,Messenger,Blue,19.29966856,150
Adidas,Canvas,Small,3,Yes,No,Tote,Gray,24.14527035,138.6534549
Adidas,Nylon,Small,3,No,No,Tote,Green,28.99087214,140.0538004
Adidas,Leather,Medium,4,No,No,Messenger,Gray,18.72897417,31.63295529
Adidas,Leather,Large,9,Yes,Yes,Backpack,Gray,13.00341363,51.23277954
Adidas,Canvas,Medium,6,Yes,No,Tote,Green,11.58126402,96.27737914
Adidas,Polyester,Large,1,No,Yes,Tote,Gray,11.21585735,103.0012459
Adidas,Polyester,Small,7,Yes,Yes,Tote,Green,28.21520971,41.85313717
Adidas,Nylon,Large,1,Yes,No,Backpack,Green,17.06177514,108.6857919
Adidas,Nylon,Small,10,No,No,Messenger,Black,14.50196588,70.97917186
Adidas,Leather,Medium,7,No,Yes,Messenger,Pink,15.25526974,85.94930114
Adidas,Polyester,Small,2,Yes,Yes,Backpack,Black,24.70806299,87.18064602
Adidas,Nylon,Large,6,Yes,Yes,Messenger,Blue,9.056635826,88.4119909
Adidas,Leather,Medium,10,Yes,Yes,Tote,Black,27.34015657,21.7642918
Adidas,Canvas,Large,4,Yes,Yes,Backpack,Blue,22.52142352,44.97476971
Adidas,Polyester,Small,7,Yes,No,Messenger,Red,20.81202951,40.23040381
Adidas,Nylon,Small,4,Yes,No,Tote,Gray,7.224738268,19.81179698
Adidas,Nylon,Small,7,Yes,Yes,Messenger,Green,9.52127213,103.8138083
Adidas,Nylon,Medium,10,No,No,Messenger,Blue,12.37041648,98.68148511
Adidas,Canvas,Medium,1,Yes,No,Messenger,Blue,15.60208427,127.7796714
Adidas,Canvas,Large,3,No,No,Messenger,Blue,6.237132281,76.59017636
Adidas,Nylon,Small,5,Yes,Yes,Backpack,Pink,11.12919664,141.8670027
Adidas,Canvas,Medium,2,Yes,No,Backpack,Gray,10.63213182,83.46186994
Adidas,Polyester,Small,2,No,No,Tote,Black,15.65189576,64.96865553
Adidas,Polyester,Large,4,No,No,Messenger,Red,11.15427983,39.37694195
Adidas,Leather,Large,10,No,Yes,Backpack,Pink,13.71884105,26.28973006
Adidas,Polyester,Small,7,No,Yes,Tote,Blue,20.45054706,76.88377537
Adidas,Nylon,Large,4,No,Yes,Tote,Pink,27.18225306,48.5070912
Adidas,Leather,Small,9,Yes,No,Backpack,Red,23.98300937,20.13040703
Adidas,Leather,Large,9,Yes,Yes,Messenger,Black,5.077194312,86.55681818
Adidas,Polyester,Small,7,No,No,Tote,Green,10.62099704,59.50402774
Adidas,Leather,Large,7,No,No,Backpack,Blue,24.91931957,132.6500762
Adidas,Nylon,Medium,3,Yes,No,Tote,Black,13.40659346,100.1218105
Adidas,Nylon,Small,5,Yes,No,Backpack,Pink,25.88348332,81.44081202
Adidas,Leather,Medium,6,No,Yes,Tote,Gray,16.14496349,54.31731021
Adidas,Leather,Large,2,Yes,No,Backpack,Gray,25.57884314,49.8516377
Adidas,Nylon,Medium,2,No,No,Messenger,Pink,9.290487501,45.38596519
Adidas,Canvas,Large,5,No,No,Backpack,Green,5,136.8596188
Adidas,Leather,Large,3,Yes,No,Tote,Red,15.04208441,114.8493337
Adidas,Leather,Large,4,No,No,Messenger,Blue,10.0546622,82.49579744
Adidas,Polyester,Large,1,No,Yes,Tote,Blue,26.47890678,150
Adidas,Leather,Large,3,No,Yes,Messenger,Blue,23.11465053,70.61912373
Adidas,Nylon,Large,5,No,Yes,Messenger,Pink,19.75039428,17.80422134
Adidas,Nylon,Medium,4,No,No,Tote,Pink,11.58380476,79.92757787
Adidas,Nylon,Large,8,No,Yes,Backpack,Green,13.01081664,89.71676963
Adidas,Nylon,Large,9,Yes,Yes,Backpack,Pink,30,25.82019927
Adidas,Canvas,Large,4,No,Yes,Backpack,Black,17.16561381,86.22919561
Adidas,Polyester,Large,10,Yes,No,Backpack,Blue,15.55333447,79.86812842
Adidas,Nylon,Small,4,No,Yes,Messenger,Blue,7.537124325,96.53921592
Adidas,Leather,Large,10,Yes,No,Messenger,Red,7.577770904,94.98828968
Adidas,Leather,Large,5,No,Yes,Messenger,Red,12.39646653,117.5061893
Adidas,Canvas,Small,8,Yes,Yes,Messenger,Blue,23.95146244,55.37664285
Adidas,Polyester,Large,4,No,Yes,Messenger,Green,5.076658118,105.8126095
Adidas,Polyester,Large,9,No,Yes,Backpack,Pink,17.05258015,36.54783432
Adidas,Polyester,Large,4,Yes,Yes,Messenger,Blue,24.50159505,105.7958339
Adidas,Polyester,Large,9,Yes,Yes,Backpack,Red,10.11839865,112.5781284
Adidas,Nylon,Medium,8,No,Yes,Messenger,Green,5,119.3604228
Adidas,Canvas,Medium,5,No,Yes,Backpack,Pink,19.97957413,126.0368583
Adidas,Leather,Large,6,Yes,Yes,Tote,Pink,9.646765433,124.8517645
Adidas,Leather,Large,3,No,Yes,Backpack,Green,9.910485773,101.2999971
Adidas,Canvas,Medium,2,No,Yes,Backpack,Red,10.17420611,106.4755803
Adidas,Canvas,Large,4,No,Yes,Messenger,Red,21.54651165,36.26453493
Adidas,Nylon,Small,10,No,No,Messenger,Black,6.257579367,133.9194976
Adidas,Nylon,Medium,9,No,Yes,Backpack,Black,21.30327088,108.2652225
Adidas,Leather,Medium,7,Yes,No,Tote,Blue,29.43211297,56.713543
Adidas,Nylon,Medium,5,Yes,No,Backpack,Pink,16.38766175,56.50293574
Adidas,Nylon,Large,9,Yes,No,Backpack,Green,10.89470763,101.7862568
Adidas,Leather,Small,10,No,Yes,Messenger,Pink,25.09632198,18.56956436
Adidas,Polyester,Small,9,No,No,Messenger,Blue,21.23641256,125.4445564
Adidas,Leather,Small,8,Yes,No,Messenger,Blue,15.2856649,69.11422472
Adidas,Canvas,Small,3,Yes,Yes,Tote,Blue,25.77050414,92.73296693
Adidas,Polyester,Small,9,Yes,No,Messenger,Green,17.04100462,116.3517091
Adidas,Polyester,Small,10,Yes,Yes,Tote,Blue,6.402685879,102.7731007
Adidas,Canvas,Large,5,Yes,No,Backpack,Red,14.28167348,31.1298909
Adidas,Canvas,Small,2,Yes,No,Messenger,Blue,24.44219282,124.5855256
Adidas,Polyester,Large,2,Yes,No,Messenger,Black,12.66654298,71.88704163
Adidas,Leather,Large,6,Yes,Yes,Messenger,Black,21.16224113,81.29431304
Adidas,Polyester,Large,10,Yes,No,Backpack,Black,9.812961008,55.53268207
Adidas,Nylon,Medium,7,No,Yes,Tote,Gray,11.64480164,115.6607097
Adidas,Nylon,Small,10,Yes,Yes,Tote,Green,13.47664227,141.3928578
Adidas,Leather,Medium,10,No,Yes,Tote,Green,19.62400281,107.7307806
Adidas,Canvas,Large,4,Yes,Yes,Messenger,Black,5.951240699,68.31462353
Adidas,Polyester,Medium,5,Yes,No,Backpack,Gray,10.06253659,41.41032245
Adidas,Leather,Medium,9,No,No,Tote,Red,18.94506369,68.38489678
Adidas,Leather,Large,2,No,Yes,Messenger,Red,8.331777784,95.3594711
Adidas,Polyester,Small,4,No,No,Backpack,Gray,12.39691139,122.3340454
Adidas,Nylon,Medium,8,No,Yes,Backpack,Green,19.96357868,93.97683026
Adidas,Canvas,Small,8,No,Yes,Backpack,Black,24.62385319,74.43118452
Adidas,Canvas,Large,1,Yes,No,Backpack,Gray,5.404656739,30.19732758
Adidas,Canvas,Medium,6,No,No,Backpack,Green,9.816742972,129.8102008
Adidas,Canvas,Large,8,Yes,No,Tote,Blue,17.86017542,63.78314951
Adidas,Nylon,Medium,10,Yes,No,Backpack,Blue,27.2557882,15
Adidas,Polyester,Small,6,Yes,Yes,Tote,Pink,26.00416919,118.4808568
Adidas,Polyester,Large,7,No,No,Backpack,Blue,14.73658492,121.2965663
Adidas,Nylon,Large,6,Yes,Yes,Backpack,Gray,11.46641798,58.93247335
Adidas,Polyester,Large,4,No,No,Messenger,Gray,24.36115012,29.12227595
Adidas,Canvas,Large,2,Yes,Yes,Messenger,Red,24.83385135,143.3018158
Adidas,Nylon,Medium,8,Yes,Yes,Messenger,Gray,8.879208198,111.4074153
Adidas,Leather,Large,5,No,Yes,Messenger,Green,16.07476293,30.22744448
Adidas,Polyester,Medium,4,No,Yes,Backpack,Red,17.57421904,95.72394189
Adidas,Canvas,Small,10,No,Yes,Messenger,Pink,12.19901059,121.4425833
Adidas,Polyester,Small,10,Yes,No,Backpack,Black,5,126.6820442
Adidas,Nylon,Medium,7,Yes,No,Backpack,Pink,23.86570949,115.5587135
Adidas,Polyester,Large,3,Yes,No,Messenger,Pink,15.5419896,128.1942897
Adidas,Nylon,Large,7,No,Yes,Tote,Black,26.41137451,99.40711084
Adidas,Leather,Large,8,Yes,Yes,Messenger,Pink,15.74913619,28.88366201
Adidas,Canvas,Large,8,No,No,Tote,Pink,5.997743442,125.5832693
Adidas,Polyester,Large,2,No,No,Tote,Blue,28.06610183,101.4796289
Adidas,Polyester,Small,4,Yes,No,Backpack,Black,17.90804699,66.52938873
Adidas,Polyester,Small,1,Yes,Yes,Messenger,Blue,15.16478075,31.5791485
Adidas,Canvas,Small,5,Yes,No,Messenger,Blue,17.40245993,101.3387664
Adidas,Polyester,Medium,1,Yes,No,Messenger,Gray,5,130.2856267
Adidas,Leather,Large,7,Yes,No,Backpack,Blue,20.86940616,115.2441434
Adidas,Polyester,Medium,5,No,Yes,Messenger,Green,18.58882846,47.82260568
Adidas,Polyester,Large,4,No,No,Messenger,Green,27.13043708,74.55950235
Adidas,Leather,Large,8,No,Yes,Messenger,Red,27.68373836,44.15668308
Adidas,Leather,Small,6,Yes,Yes,Backpack,Gray,11.24708663,37.23593917
Adidas,Leather,Large,3,No,Yes,Tote,Gray,14.43793559,52.06769359
Adidas,Canvas,Small,1,No,No,Messenger,Pink,15.18822461,109.5586243
Jansport,Polyester,Small,9,Yes,No,Tote,Red,6.747515411,108.7465076
Jansport,Canvas,Small,4,Yes,No,Tote,Green,6.13165151,75.65080063
Jansport,Polyester,Medium,7,No,No,Messenger,Pink,29.24996966,52.66534351
Jansport,Polyester,Medium,5,Yes,No,Backpack,Gray,20.20344323,91.04045131
Jansport,Leather,Large,2,No,Yes,Backpack,Blue,20.29556544,38.95124182
Jansport,Leather,Small,2,No,No,Tote,Gray,10.14318562,74.84791517
Jansport,Nylon,Medium,7,No,Yes,Tote,Black,27.62109011,103.6824961
Jansport,Leather,Medium,5,Yes,No,Backpack,Blue,18.55300341,104.9706886
Jansport,Leather,Medium,2,Yes,Yes,Messenger,Gray,8.948575922,104.8808935
Jansport,Nylon,Large,3,Yes,Yes,Tote,Gray,6.091976174,30.81190983
Jansport,Leather,Medium,6,Yes,Yes,Messenger,Red,19.78959681,123.4602491
Jansport,Polyester,Small,4,No,Yes,Tote,Black,5,19.1439862
Jansport,Leather,Small,5,No,Yes,Backpack,Blue,16.28984654,86.77395094
Jansport,Leather,Large,5,No,Yes,Backpack,Pink,19.46062596,28.24653769
Jansport,Leather,Medium,3,Yes,No,Backpack,Pink,18.72585227,91.25155661
Jansport,Canvas,Medium,10,Yes,No,Tote,Green,9.122436316,137.584124
Jansport,Canvas,Large,5,No,No,Tote,Green,10.8607026,27.9181807
Jansport,Nylon,Small,3,No,No,Backpack,Red,24.6649859,48.20491382
Jansport,Polyester,Small,5,No,No,Tote,Red,23.86256996,88.01448129
Jansport,Polyester,Small,3,No,No,Tote,Black,19.21784821,46.77410355
Jansport,Canvas,Small,8,No,No,Tote,Black,17.29964713,98.36843928
Jansport,Polyester,Small,7,Yes,Yes,Tote,Pink,19.41552373,20.44754986
Jansport,Canvas,Medium,3,No,No,Messenger,Red,13.5172144,54.51835777
Jansport,Leather,Medium,4,No,No,Backpack,Black,10.62274086,88.58916568
Jansport,Canvas,Small,5,No,Yes,Tote,Blue,7.955049173,17.35497978
Jansport,Leather,Medium,9,No,Yes,Backpack,Black,15.32550192,48.87972976
Jansport,Canvas,Medium,5,No,Yes,Tote,Red,10.204714,38.90145669
Jansport,Leather,Medium,6,Yes,No,Messenger,Gray,30,28.92318362
Jansport,Leather,Medium,1,No,No,Backpack,Black,5.112176517,18.94491054
Jansport,Polyester,Small,5,No,No,Messenger,Black,16.61233012,46.60405376
Jansport,Polyester,Large,6,No,No,Backpack,Red,12.74155341,73.01358327
Jansport,Polyester,Large,3,Yes,No,Tote,Black,8.870776705,46.51004533
Jansport,Leather,Small,1,Yes,Yes,Messenger,Gray,5,39.44988157
Jansport,Polyester,Medium,10,No,Yes,Messenger,Pink,15.42705711,44.14226678
Jansport,Leather,Medium,5,No,Yes,Messenger,Pink,7.010656016,120.0320976
Jansport,Leather,Medium,9,No,No,Tote,Blue,14.57257538,23.832933
Jansport,Polyester,Large,3,No,Yes,Backpack,Pink,26.22903436,101.9202394
Jansport,Polyester,Medium,10,Yes,No,Messenger,Red,24.68284365,80.88190375
Jansport,Polyester,Small,10,No,Yes,Messenger,Pink,22.61474625,35.63887343
Jansport,Polyester,Medium,5,Yes,No,Backpack,Pink,19.61327492,121.9880794
Jansport,Polyester,Small,6,No,No,Backpack,Blue,15.40480408,64.18374115
Jansport,Canvas,Medium,1,Yes,No,Tote,Blue,11.19633324,92.87507928
Jansport,Canvas,Small,8,No,No,Messenger,Gray,7.194103722,58.74487856
Jansport,Leather,Large,9,No,No,Messenger,Red,19.39556355,111.5513544
Jansport,Canvas,Medium,3,Yes,No,Messenger,Gray,12.40676685,27.93896048
Jansport,Canvas,Medium,3,No,Yes,Tote,Blue,23.02118904,91.49576591
Jansport,Polyester,Large,8,No,No,Messenger,Black,24.20774105,37.73784832
Jansport,Leather,Medium,7,No,Yes,Messenger,Red,18.22478474,132.7667785
Jansport,Canvas,Medium,2,No,Yes,Backpack,Green,15.5771724,134.36152
Jansport,Nylon,Large,8,Yes,No,Messenger,Gray,13.03848178,87.34788228
Jansport,Canvas,Small,7,Yes,No,Backpack,Pink,13.8168412,104.9088008
Jansport,Nylon,Medium,9,Yes,No,Messenger,Pink,21.52995516,47.49480221
Jansport,Canvas,Small,1,Yes,Yes,Messenger,Pink,21.22530729,112.6432656
Jansport,Leather,Large,3,No,No,Messenger,Pink,9.859968674,96.04543086
Jansport,Polyester,Small,5,No,Yes,Messenger,Blue,18.34376987,103.4425376
Jansport,Nylon,Medium,4,Yes,Yes,Backpack,Pink,7.716121276,104.7446036
Jansport,Leather,Large,6,No,No,Messenger,Pink,24.02503944,140.1635756
Jansport,Nylon,Small,6,No,No,Tote,Pink,17.64733324,82.71406291
Jansport,Nylon,Medium,5,Yes,No,Backpack,Red,14.65638726,33.36676465
Jansport,Leather,Large,3,Yes,No,Messenger,Gray,22.35297161,36.41885799
Jansport,Leather,Medium,1,No,Yes,Messenger,Green,19.17357097,124.1495427
Jansport,Nylon,Large,6,No,Yes,Messenger,Blue,13.31926819,138.5972265
Jansport,Nylon,Small,10,No,Yes,Backpack,Green,17.87861691,132.9529388
Jansport,Leather,Medium,1,Yes,No,Messenger,Pink,25.82237361,52.91184796
Jansport,Nylon,Medium,9,Yes,No,Tote,Pink,20.15220159,79.66945279
Jansport,Nylon,Small,5,Yes,No,Backpack,Gray,9.077667276,73.28429445
Jansport,Leather,Large,5,No,No,Backpack,Pink,9.234353307,93.41989047
Jansport,Polyester,Large,5,Yes,No,Backpack,Gray,9.391039337,106.233478
Jansport,Leather,Large,2,No,Yes,Tote,Red,12.59637646,39.77389925
Jansport,Canvas,Large,2,Yes,Yes,Backpack,Pink,15.80171359,117.1689755
Jansport,Nylon,Large,5,No,No,Backpack,Blue,16.09024465,84.97331752
Jansport,Canvas,Medium,7,No,Yes,Messenger,Blue,16.37877571,120.1508027
Jansport,Polyester,Large,6,Yes,No,Tote,Red,19.21073602,95.47067236
Jansport,Leather,Medium,4,Yes,Yes,Tote,Pink,22.04269633,70.79054199
Jansport,Polyester,Small,2,Yes,No,Messenger,Red,21.69176977,65.40833942
Jansport,Canvas,Large,4,No,Yes,Messenger,Gray,22.9968828,97.66065256
Jansport,Polyester,Medium,4,Yes,No,Tote,Pink,24.64895355,113.4783488
Jansport,Polyester,Large,4,No,Yes,Backpack,Pink,28.48446725,109.9068112
Jansport,Nylon,Large,4,No,Yes,Messenger,Blue,14.96886151,106.3352735
Jansport,Polyester,Small,10,Yes,Yes,Messenger,Blue,9.362059794,132.2993399
Jansport,Polyester,Large,7,No,Yes,Tote,Red,5,39.00948251
Jansport,Leather,Small,8,No,Yes,Messenger,Green,26.14931747,31.91413812
Jansport,Nylon,Large,8,No,No,Messenger,Gray,25.84929178,130.9048308
Jansport,Nylon,Large,5,No,Yes,Tote,Green,13.9365157,150
Jansport,Nylon,Large,1,Yes,Yes,Tote,Pink,22.78990288,74.92337008
Jansport,Polyester,Large,4,Yes,Yes,Backpack,Green,28.66021486,134.7243745
Jansport,Polyester,Large,1,Yes,Yes,Backpack,Pink,20.55439462,44.00156902
Jansport,Leather,Medium,2,Yes,No,Messenger,Pink,17.83019043,140.8069642
Jansport,Canvas,Medium,2,No,No,Tote,Pink,16.52442598,96.46958747
Jansport,Canvas,Large,2,Yes,Yes,Messenger,Green,18.12870214,105.4530922
Jansport,Canvas,Small,7,Yes,No,Messenger,Green,25.21996363,96.42907936
Jansport,Canvas,Small,9,Yes,Yes,Backpack,Red,7.253522151,95.79888018
Jansport,Canvas,Large,2,Yes,Yes,Tote,Red,11.12217592,127.1903982
Jansport,Nylon,Small,9,No,No,Messenger,Green,5.019129019,45.53055337
Jansport,Leather,Small,1,No,Yes,Messenger,Blue,23.49449978,105.1363171
Jansport,Nylon,Medium,6,Yes,No,Tote,Green,24.41186255,129.4958635
Jansport,Leather,Large,5,No,Yes,Tote,Gray,25.32922533,126.2773282
Jansport,Polyester,Large,8,Yes,Yes,Tote,Blue,18.62751958,121.7459615
Jansport,Nylon,Large,8,No,Yes,Backpack,Blue,20.97771514,97.75407448
Jansport,Polyester,Small,2,No,No,Messenger,Green,23.3279107,73.76218746
Jansport,Polyester,Large,6,No,No,Messenger,Gray,27.46946617,147.0394301
Jansport,Canvas,Medium,9,Yes,Yes,Messenger,Green,21.55411878,121.8899714
Jansport,Canvas,Large,10,Yes,Yes,Backpack,Green,20.25920043,96.74051278
Jansport,Canvas,Small,2,No,No,Backpack,Pink,17.08617047,80.15012289
Jansport,Canvas,Medium,6,No,Yes,Tote,Pink,10.08930295,71.35543045
Jansport,Polyester,Large,9,Yes,No,Backpack,Gray,20.99641022,30.89341474
Jansport,Nylon,Large,1,No,Yes,Backpack,Gray,7.762705229,47.91431922
Jansport,Polyester,Large,4,Yes,No,Backpack,Black,6.401542071,67.59582806
Jansport,Polyester,Small,6,Yes,No,Backpack,Gray,11.65516999,43.93893939
Jansport,Leather,Medium,7,Yes,No,Messenger,Black,8.056178207,75.24599731
Jansport,Leather,Large,7,Yes,No,Tote,Pink,15.61460738,106.5530552
Jansport,Polyester,Medium,6,No,No,Backpack,Green,21.44323131,25.46077809
Jansport,Polyester,Large,6,No,Yes,Messenger,Green,10.59917101,80.26515168
Jansport,Canvas,Medium,5,No,Yes,Backpack,Pink,23.94308226,87.29194683
Jansport,Canvas,Large,9,Yes,No,Tote,Pink,18.48346735,61.90753869
Jansport,Nylon,Large,2,No,No,Tote,Blue,30,47.48925714
Jansport,Canvas,Medium,5,No,No,Messenger,Red,19.4798726,126.1705675
Jansport,Canvas,Large,2,No,No,Messenger,Green,19.49384755,98.0497811
Jansport,Leather,Medium,9,No,No,Messenger,Green,6.735049246,83.19140456
Jansport,Nylon,Small,10,Yes,No,Backpack,Green,19.02860857,139.9229171
Jansport,Canvas,Medium,2,Yes,Yes,Messenger,Pink,24.82795389,92.03846079
Jansport,Leather,Large,3,No,Yes,Messenger,Gray,14.97110554,101.525165
Jansport,Polyester,Small,8,No,Yes,Tote,Gray,5.114257179,106.4635574
Jansport,Leather,Large,3,Yes,No,Backpack,Black,7.314073855,111.4019498
Jansport,Polyester,Medium,8,Yes,No,Messenger,Pink,9.513890531,88.98640307
Jansport,Canvas,Small,10,No,No,Tote,Pink,26.39223586,27.38907466
Jansport,Polyester,Small,4,No,Yes,Messenger,Black,26.73294835,56.5198168
Jansport,Leather,Medium,8,Yes,Yes,Backpack,Green,19.68055276,72.48533647
Jansport,Canvas,Large,10,Yes,No,Messenger,Green,16.70283154,88.45085614
Jansport,Canvas,Medium,9,No,No,Messenger,Red,30,94.90741424
Jansport,Canvas,Medium,10,Yes,No,Tote,Red,15.39923232,101.3639723
Jansport,Polyester,Small,10,Yes,Yes,Tote,Pink,17.68029652,146.2726737
Jansport,Nylon,Medium,10,Yes,Yes,Backpack,Blue,12.44979406,98.34921324
Jansport,Polyester,Medium,10,Yes,Yes,Tote,Blue,14.96167258,111.662034
Jansport,Nylon,Medium,4,No,No,Backpack,Blue,17.4735511,143.0522523
Jansport,Nylon,Medium,2,No,No,Backpack,Black,6.620423729,45.43765157
Jansport,Canvas,Small,1,No,No,Messenger,Blue,8.098001618,35.54497659
Jansport,Canvas,Medium,10,No,Yes,Tote,Pink,24.41587317,87.01870339
Jansport,Canvas,Small,2,Yes,Yes,Tote,Pink,22.39147531,143.8320936
Jansport,Polyester,Large,5,Yes,Yes,Tote,Black,25.05108674,135.9802257
Jansport,Canvas,Small,1,No,Yes,Tote,Pink,12.67691081,48.85340374
Jansport,Polyester,Medium,3,Yes,No,Messenger,Red,14.24519808,57.5273175
Jansport,Polyester,Medium,9,No,No,Tote,Black,16.54534039,95.21689667
Jansport,Polyester,Small,4,No,Yes,Messenger,Blue,12.43981631,21.33500605
Jansport,Polyester,Large,1,Yes,No,Backpack,Black,8.33429222,131.4819809
Jansport,Leather,Small,3,No,No,Messenger,Black,21.10038804,103.248106
Jansport,Nylon,Small,7,No,Yes,Messenger,Pink,11.01912566,57.74774633
Jansport,Canvas,Small,2,Yes,No,Backpack,Gray,18.15387247,20.55130253
Jansport,Canvas,Medium,6,No,Yes,Backpack,Green,13.83508702,77.39897707
Jansport,Leather,Medium,3,Yes,No,Messenger,Blue,8.113923167,70.37850281
Jansport,Canvas,Small,5,Yes,Yes,Messenger,Pink,5.330002612,55.48467883
Jansport,Nylon,Large,5,No,No,Tote,Gray,18.54524473,150
Jansport,Nylon,Medium,2,Yes,No,Messenger,Pink,9.708179987,99.86374447
Jansport,Nylon,Large,7,Yes,Yes,Tote,Red,10.40092898,104.1837672
Jansport,Nylon,Small,2,No,Yes,Backpack,Black,20.36614641,90.16009083
Jansport,Polyester,Medium,5,Yes,Yes,Backpack,Gray,10.5894365,121.9898039
Jansport,Nylon,Medium,3,Yes,Yes,Backpack,Green,23.53128972,128.1409914
Jansport,Leather,Large,3,Yes,Yes,Messenger,Pink,6.632376381,93.83425198
Jansport,Leather,Small,9,Yes,Yes,Backpack,Green,23.59359063,106.3146935
Jansport,Leather,Large,7,Yes,No,Backpack,Black,15.09317474,87.4963368
Jansport,Leather,Medium,8,Yes,Yes,Messenger,Blue,20.24780662,65.46557431
Jansport,Canvas,Large,3,Yes,No,Backpack,Gray,25.40243849,87.25049293
Jansport,Canvas,Medium,5,No,No,Tote,Black,16.73055386,128.1260541
Jansport,Leather,Large,10,Yes,No,Tote,Black,17.68773149,31.71239817
Jansport,Leather,Large,5,No,No,Messenger,Green,12.41782698,33.49018385
Jansport,Canvas,Large,8,Yes,Yes,Backpack,Blue,7.147922468,133.9241055
Jansport,Leather,Medium,3,Yes,No,Tote,Black,12.53441379,49.54847524
Jansport,Polyester,Small,10,Yes,No,Messenger,Gray,23.06633747,135.3801095
Jansport,Leather,Small,3,No,Yes,Tote,Pink,18.91194601,25.52298514
Jansport,Polyester,Large,4,Yes,Yes,Tote,Pink,24.86759896,94.43863946
Jansport,Nylon,Large,1,No,Yes,Tote,Gray,20.2473081,67.46291459
Jansport,Canvas,Large,6,Yes,Yes,Backpack,Red,15.62701724,29.6942076
Jansport,Leather,Small,2,Yes,Yes,Backpack,Green,18.1081277,77.22430647
Jansport,Nylon,Medium,1,No,Yes,Tote,Pink,8.332387947,43.9875326
Jansport,Polyester,Medium,10,Yes,No,Messenger,Black,20.44265918,91.83003334
Jansport,Polyester,Large,6,Yes,No,Messenger,Black,15.73680458,34.28841841
Jansport,Nylon,Small,2,Yes,Yes,Backpack,Black,13.97368849,150
Jansport,Leather,Small,3,Yes,No,Messenger,Gray,12.2105724,126.1549487
Jansport,Canvas,Small,3,Yes,Yes,Messenger,Gray,14.59361695,53.89917662
Jansport,Polyester,Large,2,No,Yes,Tote,Black,16.9766615,99.49058111
Jansport,Nylon,Medium,1,No,Yes,Tote,Black,5,44.30257508
Jansport,Polyester,Large,9,Yes,Yes,Backpack,Pink,14.24473836,104.0854884
